V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,consent,support_inequality1,support_inequality2,support_inequality3,support_inequality4,support_inequality5,lvl1,lvl2,lvl3,lvl4,growth1,growth2,growth3,growth4,fix1,fix2,fix3,fix4,fix5,fix6,fix7,bjw1,bjw2,bjw3,bjw4,bjw5,bjw6,bjw7,bjw8,bjw9,bjw10,bjw11,bjw12,bjw13,bjw14,bjw15,bjw16,bjw17,bjw18,redist1,redist2,redist3,redist4,govresp,eq.desire,govresp2,competent,confident,independent,competitive,intelligent,tolerant,warm,goodnatured,sincere,wg1,wg2,wg3,wg4,wg5,emp1,emp2,emp3,emp4,emp5,emp6,pt1,pt2,pt3,free_will1,free_will2,free_will3,free_will4,free_will5,Q26,sd1,sd2,sd3,sd4,sd5,sd6,sd7,sd8,sd9,sd10,sd11,sd12,sd13,oc1,oc2,oc3,oc4,oc5,oc6,oc7,oc8,oc9,oc10,oc11,oc12,oc13,oc14,oc15,gender,age,ethnicity,income,ideology,soc.iss,econ.iss,partyID,debrief
R_e8ndeJylL62GRXD,Default Response Set,Anonymous,,,173.220.184.130,0,17-07-25 11:43,17-07-25 11:54,1,1,3,4,3,4,4,4,4,4,3,5,3,4,4,5,4,7,5,2,5,2,3,3,4,3,4,3,4,2,3,4,3,3,3,2,3,4,3,3,1,1,1,1,1,10,1,3,2,2,2,3,2,3,4,3,2,3,3,4,5,2,3,4,2,2,1,3,3,3,4,5,5,5,5,1,2,2,2,2,1,2,1,2,1,1,2,2,1,6,1,6,1,4,5,5,4,1,3,3,3,2,1,5,1,43,Caucasian,8,4,2,6,4,1
R_4Zaix1dMn7gwke1,Default Response Set,Anonymous,,,24.183.202.176,0,17-07-25 11:44,17-07-25 11:54,1,1,6,5,7,4,1,3,2,6,6,6,4,4,4,2,2,5,2,3,2,5,4,4,4,3,4,4,4,2,3,4,4,4,3,4,5,2,5,2,3,3,3,2,1,4,3,2,1,1,1,3,2,3,2,3,1,1,6,6,7,5,2,5,1,1,1,5,5,5,7,7,7,7,7,1,2,1,1,1,1,2,1,2,2,1,1,2,1,5,1,7,7,6,6,6,6,1,6,6,7,6,1,7,2,65,Caucasion,1,4,4,4,3,1
R_4YNOklgUfmywVLL,Default Response Set,Anonymous,,,100.36.90.119,0,17-07-25 11:34,17-07-25 11:55,1,1,6,6,6,2,2,2,2,6,6,2,6,3,4,3,4,6,5,4,2,4,3,3,3,2,3,4,3,3,3,3,3,4,4,4,2,4,4,4,4,3,3,3,5,4,4,4,3,5,3,4,4,4,4,4,6,4,7,6,1,3,1,5,1,1,1,3,4,4,4,4,2,3,4,1,1,2,1,2,1,2,1,2,1,2,2,1,1,4,1,4,1,4,4,1,4,1,4,4,4,4,1,4,2,44,caucasian/non-hispanic,6,2,2,2,1,1
R_79eNf8vVApM9fy5,Default Response Set,Anonymous,,,68.229.238.130,0,17-07-25 11:45,17-07-25 11:55,1,1,5,5,5,3,3,3,3,5,5,3,5,3,4,2,3,5,3,3,2,5,2,2,2,2,2,3,2,2,3,2,2,3,2,2,2,2,3,2,3,3,3,3,4,4,4,4,2,3,3,3,4,3,4,3,6,2,6,6,3,3,4,4,2,2,1,4,4,4,6,6,5,6,5,1,1,1,1,1,1,2,1,1,1,2,1,2,1,7,4,7,3,7,7,7,7,3,4,7,4,7,1,7,2,28,White,12,4,3,5,2,1
R_0PwpDXHY76h9qCN,Default Response Set,Anonymous,,,104.137.106.179,0,17-07-25 11:41,17-07-25 11:55,1,1,6,7,6,6,2,2,2,5,6,3,5,2,5,4,5,5,4,3,5,6,2,3,4,2,3,4,3,3,3,4,2,2,2,3,3,4,4,4,4,4,2,3,9,5,4,3,1,1,2,3,3,3,3,2,2,2,2,5,5,4,4,5,2,4,1,4,3,1,5,5,3,3,4,1,1,1,2,1,1,1,2,1,2,2,1,1,2,6,1,1,1,1,6,1,1,1,1,6,6,6,1,7,1,73,WHITE,2,7,7,7,1,1
R_afnDwnVi4Fei0ux,Default Response Set,Anonymous,,,198.7.59.108,0,17-07-25 11:43,17-07-25 11:55,1,1,4,6,6,5,3,3,3,4,3,4,4,5,5,4,4,4,3,5,3,6,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,8,8,4,1,1,1,1,1,1,1,1,1,2,4,4,4,4,2,4,4,2,2,2,4,4,4,2,4,5,4,4,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,2,3,4,5,5,3,3,3,3,3,3,3,7,1,30,Black,7,2,2,2,1,1
R_0MS1XWwCoY67hvD,Default Response Set,Anonymous,,,71.29.35.90,0,17-07-25 11:43,17-07-25 11:55,1,1,3,4,5,5,3,3,3,3,6,6,3,5,4,5,5,6,6,1,3,3,4,2,4,3,3,4,2,3,4,3,4,3,4,3,2,3,3,3,2,2,1,1,1,5,2,2,1,1,2,2,1,3,2,3,1,1,1,1,7,1,4,4,4,2,1,3,3,2,5,3,5,6,6,1,2,1,1,2,2,1,1,2,1,2,1,1,2,4,1,5,1,6,6,6,6,2,4,4,6,5,1,6,2,38,white/caucasian,1,4,4,4,2,1
R_bJz4EaHHaovcjMp,Default Response Set,Anonymous,,,24.154.176.123,0,17-07-25 11:47,17-07-25 11:55,1,1,7,6,7,2,2,2,2,5,7,5,6,3,6,2,2,3,2,5,2,6,4,4,4,4,5,5,4,4,4,4,4,5,3,4,4,4,4,4,3,3,3,3,2,3,4,3,2,2,1,2,3,3,3,4,5,2,5,5,2,2,4,4,2,2,2,4,4,1,6,6,6,7,7,1,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,4,2,5,5,5,2,2,5,5,2,6,2,6,2,64,white,6,6,6,6,3,1
R_5uJa9w1zyv3GRbn,Default Response Set,Anonymous,,,97.120.158.119,0,17-07-25 11:47,17-07-25 11:55,1,1,6,6,6,2,2,3,2,6,6,6,5,2,2,2,2,2,2,2,2,6,2,2,2,2,4,4,4,2,2,4,2,3,2,4,2,3,4,3,4,4,4,4,8,1,5,3,2,2,3,3,3,3,3,3,4,4,5,5,2,3,3,4,2,2,2,3,4,4,2,2,3,4,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,6,1,6,5,6,6,6,6,1,6,6,6,6,1,6,1,52,asian,1,1,1,2,1,1
R_6fbhbmPP3f8txl3,Default Response Set,Anonymous,,,108.17.128.184,0,17-07-25 11:43,17-07-25 11:55,1,1,3,4,3,3,4,5,5,4,3,5,3,5,3,3,5,5,5,3,3,5,4,3,4,3,4,4,4,2,2,4,2,4,3,4,2,4,4,4,3,3,3,3,4,8,2,4,4,3,4,4,4,4,4,4,2,2,2,2,6,2,4,4,2,2,2,4,4,2,6,5,3,5,5,1,2,2,2,2,1,2,1,2,2,2,1,1,2,6,4,4,4,5,6,5,4,4,6,6,5,5,4,6,2,64,white,3,4,3,4,2,1
R_8zQOtVmdXStuCzz,Default Response Set,Anonymous,,,170.12.232.236,0,17-07-25 11:50,17-07-25 11:55,1,1,5,5,6,4,2,4,3,4,6,4,4,4,4,2,2,5,2,4,2,6,3,3,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,10,3,4,3,1,1,1,3,3,3,3,3,2,2,4,4,6,1,5,4,2,1,1,2,4,4,6,6,6,6,6,1,2,2,2,2,1,2,1,2,1,2,2,2,1,7,1,5,2,4,7,5,6,4,4,4,7,2,1,7,2,36,white,11,1,1,1,1,1
R_9mkGqow1VmMVEvX,Default Response Set,Anonymous,,,209.64.126.2,0,17-07-25 11:43,17-07-25 11:55,1,1,4,5,5,3,3,3,5,3,2,5,4,3,3,3,3,7,5,2,3,6,3,2,3,2,4,3,3,3,2,3,2,3,4,4,4,3,4,3,3,3,3,3,4,5,2,3,2,2,2,3,3,3,3,3,6,6,5,6,2,2,4,5,2,1,1,4,4,4,5,6,5,5,5,1,2,2,2,1,2,1,1,2,2,2,1,2,2,5,1,6,1,5,5,5,5,1,5,5,5,5,3,5,2,54,White,6,6,6,6,3,1
R_efiyoHC37pTDTTf,Default Response Set,Anonymous,,,100.4.108.26,0,17-07-25 11:48,17-07-25 11:55,1,1,6,6,5,2,3,4,3,5,5,5,5,3,3,2,3,6,2,5,2,5,4,1,2,4,4,2,4,3,2,3,2,4,2,3,4,4,2,4,3,3,4,4,3,5,4,2,2,2,1,2,4,4,4,4,1,1,2,2,7,2,4,5,1,1,1,4,4,4,6,6,6,6,5,1,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,3,3,3,5,5,6,3,2,2,2,2,1,3,2,28,white,3,5,5,5,3,1
R_6nklMGftpeSZhZj,Default Response Set,Anonymous,,,208.49.58.254,0,17-07-25 11:50,17-07-25 11:55,1,1,3,2,1,5,5,6,7,2,3,5,5,2,3,6,5,7,6,1,6,4,4,1,4,3,3,3,5,2,4,5,2,3,1,3,4,4,5,4,2,2,2,2,2,9,1,2,2,2,2,3,4,2,4,3,2,2,2,4,6,2,4,4,2,1,1,4,5,4,7,7,6,6,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,6,7,7,7,2,6,5,5,6,3,7,1,29,White,6,7,7,7,3,1
R_6yDNvDFPNV1rzdb,Default Response Set,Anonymous,,,67.186.38.231,0,17-07-25 11:48,17-07-25 11:56,1,1,7,6,7,2,2,4,5,6,6,4,2,6,2,2,4,6,3,6,2,7,4,4,4,3,3,4,4,4,3,3,3,4,3,3,2,3,4,3,4,4,4,4,5,5,3,4,3,4,3,3,4,3,3,5,1,1,6,1,1,1,3,5,4,1,5,5,5,5,6,6,5,6,5,1,1,1,1,1,2,1,1,1,1,2,1,1,2,6,3,5,2,6,6,6,5,1,4,5,5,5,1,6,1,32,Caucasian,1,2,2,2,1,1
R_3TTmlTSypBIImtT,Default Response Set,Anonymous,,,162.232.0.248,0,17-07-25 11:48,17-07-25 11:56,1,1,7,7,7,1,1,1,1,6,7,1,7,1,7,3,3,5,5,1,3,6,1,1,1,1,1,5,1,3,1,1,5,1,4,3,5,1,1,1,4,4,3,3,1,2,4,2,1,1,1,1,1,3,3,3,1,1,1,1,7,4,1,5,1,1,1,5,5,5,7,7,2,7,3,1,1,1,1,1,1,2,1,2,1,2,1,1,2,5,1,5,1,6,7,6,7,5,7,6,1,5,1,7,1,33,White,1,6,6,6,2,1
R_9sDhD3cwFzKK9BH,Default Response Set,Anonymous,,,47.200.198.109,0,17-07-25 11:48,17-07-25 11:56,1,1,7,2,7,1,1,2,1,5,7,6,5,2,5,5,5,5,5,1,5,3,2,2,3,4,4,4,5,2,3,4,3,2,5,4,2,5,5,5,3,3,2,2,1,1,4,3,1,2,2,2,3,3,3,3,1,2,1,1,7,1,5,3,4,4,2,1,1,1,7,7,7,7,7,1,2,1,2,1,2,1,1,1,2,2,1,1,2,1,1,6,1,4,6,5,1,4,1,1,4,4,1,6,1,28,White,1,3,3,3,1,1
R_06y8HIyXrepVAbj,Default Response Set,Anonymous,,,69.228.4.227,0,17-07-25 11:39,17-07-25 11:56,1,1,6,6,5,2,2,5,2,4,6,5,6,3,7,2,2,5,5,2,2,6,4,5,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,3,3,3,3,4,3,4,1,1,1,1,2,4,2,3,2,1,2,2,2,6,3,4,4,5,2,1,3,3,5,5,6,6,6,5,1,2,2,2,2,2,1,1,2,2,2,2,1,2,5,1,5,1,1,5,6,1,7,5,5,1,6,1,5,2,42,Chinese,5,4,3,5,2,1
R_eX1aESata0fQg8l,Default Response Set,Anonymous,,,99.2.70.88,0,17-07-25 11:50,17-07-25 11:56,1,1,6,7,7,1,1,1,1,7,7,5,7,2,1,1,2,4,1,4,1,7,1,1,1,1,3,5,1,1,3,1,1,4,2,1,1,1,1,1,4,4,4,4,10,1,5,5,2,3,5,4,4,4,4,5,7,6,6,6,1,1,5,5,1,1,1,5,5,5,7,5,3,1,5,1,1,1,1,1,2,2,1,2,1,2,1,1,1,3,1,6,3,4,7,7,7,2,5,6,1,5,1,7,2,22,white,2,1,1,1,1,1
R_batnctWnzDJVq3b,Default Response Set,Anonymous,,,107.77.210.99,0,17-07-25 11:48,17-07-25 11:56,1,1,5,5,2,3,2,5,5,3,2,5,3,6,1,2,2,2,2,4,2,7,5,3,5,4,5,3,4,4,4,5,3,4,4,5,5,5,4,5,3,3,3,3,5,8,4,3,1,2,3,3,3,4,3,3,5,1,4,5,2,4,4,4,2,1,1,4,3,4,7,7,7,7,7,1,1,1,1,1,1,1,1,2,2,2,1,1,2,4,1,1,1,1,7,6,1,1,1,1,1,1,1,5,2,22,White,5,2,2,2,1,1
R_9Zwo0xuY81v0SZD,Default Response Set,Anonymous,,,198.140.240.10,0,17-07-25 11:50,17-07-25 11:56,1,1,7,7,7,1,1,1,1,7,7,2,7,2,5,1,2,6,1,6,2,6,2,2,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,2,1,5,2,2,3,2,2,1,2,2,2,1,1,5,4,2,2,4,4,2,2,2,4,3,3,2,2,2,3,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,7,2,4,2,3,5,5,6,6,5,5,5,5,3,6,1,43,Caucasian,1,6,5,7,3,1
R_bQahcwahbDtelmJ,Default Response Set,Anonymous,,,107.77.216.81,0,17-07-25 11:50,17-07-25 11:56,1,1,2,6,1,5,4,4,4,3,2,3,2,5,3,2,3,3,3,2,3,6,5,5,4,4,4,4,4,3,3,4,4,4,2,1,4,5,4,4,2,2,3,3,1,6,2,3,3,3,3,3,3,3,3,3,1,2,2,2,5,4,4,4,2,2,2,4,3,4,6,7,6,6,6,1,2,2,2,2,1,2,2,1,2,2,1,1,1,7,1,1,1,1,7,7,2,3,3,5,1,3,1,6,1,28,White,6,7,7,7,3,1
R_6PhBpH5sHezEG8d,Default Response Set,Anonymous,,,73.137.191.223,0,17-07-25 11:37,17-07-25 11:56,1,1,6,7,7,1,1,1,1,5,7,7,4,2,3,1,2,5,2,4,1,4,2,3,2,3,3,3,2,3,3,2,4,3,3,4,2,3,3,3,2,3,2,2,8,6,3,4,2,4,4,4,4,4,4,4,4,4,4,6,2,2,3,5,1,1,1,4,4,4,4,5,3,4,4,1,2,1,1,1,2,1,1,2,2,1,1,2,2,4,4,4,4,4,4,4,2,2,2,4,4,4,6,6,2,32,White,6,1,1,1,1,1
R_8u1lEufj90Y49RX,Default Response Set,Anonymous,,,68.105.232.232,0,17-07-25 11:54,17-07-25 11:56,1,1,4,3,4,5,5,3,4,4,5,4,4,5,5,5,3,4,5,5,4,4,4,4,4,3,4,4,2,3,4,3,2,3,3,4,4,2,3,4,3,2,3,2,6,7,4,4,4,3,4,4,2,3,2,3,4,5,3,6,4,4,3,3,4,3,4,4,3,3,5,4,4,5,4,1,2,2,2,2,2,2,2,2,1,1,2,2,2,5,4,3,4,3,4,4,5,3,3,3,5,4,4,5,2,24,african american,3,5,4,5,1,1
R_8pv4pbqv5pGBMMt,Default Response Set,Anonymous,,,72.82.240.47,0,17-07-25 11:51,17-07-25 11:56,1,1,2,2,2,6,6,6,6,2,2,2,2,6,2,6,6,6,6,2,6,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,2,4,2,2,6,2,4,4,2,2,2,4,4,4,6,6,6,6,6,1,2,2,2,2,1,2,1,2,1,1,2,2,1,4,1,4,1,1,6,4,1,1,1,5,1,4,1,5,2,45,American ,8,6,6,6,3,1
R_aW5SemU52rk0HoV,Default Response Set,Anonymous,,,172.15.195.204,0,17-07-25 11:51,17-07-25 11:57,1,1,4,3,5,3,3,3,3,3,5,5,4,3,5,4,3,6,4,3,4,5,4,4,4,4,4,4,3,4,2,3,3,4,3,4,4,4,3,4,3,2,3,2,3,6,3,2,1,1,1,2,2,2,3,3,2,1,5,5,6,1,4,5,3,1,2,3,5,4,6,6,5,5,5,1,1,2,1,2,1,1,1,2,1,1,2,2,2,2,5,5,5,5,5,5,5,5,4,5,3,5,3,6,2,24,White,6,5,6,5,3,1
R_eLklVBagyTRCF93,Default Response Set,Anonymous,,,76.23.181.238,0,17-07-25 11:42,17-07-25 11:57,1,1,1,1,2,7,6,7,6,2,2,4,3,6,1,3,5,6,6,1,4,3,3,2,3,2,3,4,4,3,2,4,2,2,2,3,3,4,3,4,2,2,2,1,3,9,1,3,1,4,1,3,4,2,2,2,6,3,2,2,7,3,3,4,2,3,2,2,4,4,7,7,7,7,5,1,1,1,1,2,2,2,1,1,1,1,1,1,2,4,1,5,1,4,5,5,6,1,4,3,6,2,1,6,1,42,white,15,6,6,7,3,1
R_1HzZ6h3JCAIdvSJ,Default Response Set,Anonymous,,,141.197.8.183,0,17-07-25 11:42,17-07-25 11:57,1,1,7,6,6,2,1,5,2,2,5,4,6,3,1,1,2,5,1,2,1,7,2,1,3,2,4,5,4,2,1,4,2,3,1,2,3,4,4,3,3,4,4,4,7,4,4,2,1,1,1,2,4,2,2,3,4,2,3,2,5,4,4,3,4,2,2,4,2,1,5,7,3,3,6,1,2,1,1,2,1,1,1,1,1,2,1,2,2,6,1,6,1,6,6,7,1,5,6,6,7,7,1,5,1,35,Asian,11,2,1,2,1,1
R_3BLUNfP8rqlkpJr,Default Response Set,Anonymous,,,75.132.217.116,0,17-07-25 11:43,17-07-25 11:57,1,1,6,6,6,2,2,3,2,4,6,4,4,4,4,2,3,3,3,3,2,4,3,2,2,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,4,4,3,2,2,3,3,3,3,3,4,3,4,3,3,3,2,4,4,2,2,2,4,4,4,4,6,4,5,4,1,2,2,2,2,2,2,1,2,1,2,1,1,2,6,1,4,1,3,5,5,3,3,3,3,4,3,4,4,2,26,european,7,2,2,2,1,1
R_7QEfbleMNCriPK5,Default Response Set,Anonymous,,,107.77.232.36,0,17-07-25 11:45,17-07-25 11:57,1,1,7,7,7,2,7,7,3,7,7,7,7,7,7,4,5,5,7,7,7,5,5,4,3,3,3,3,3,5,5,5,4,4,4,5,5,4,4,4,4,4,3,3,1,1,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,5,5,3,3,4,3,5,5,5,7,7,7,7,7,1,1,2,1,1,1,2,1,2,1,1,1,2,1,7,4,4,4,5,5,5,5,5,5,5,5,5,5,5,2,27,Caucasian ,5,1,1,1,1,1
R_a4VcuvkMj7OO0FT,Default Response Set,Anonymous,,,73.248.236.5,0,17-07-25 11:48,17-07-25 11:57,1,1,4,6,6,1,1,5,1,4,6,5,4,1,5,2,2,4,2,2,2,6,3,3,4,4,3,5,3,3,3,4,4,3,3,3,4,4,3,3,3,3,3,4,4,2,4,3,1,2,1,1,3,3,3,3,5,5,4,5,2,1,4,5,1,1,1,5,5,5,6,7,5,5,5,1,1,1,2,2,1,2,1,2,1,1,1,2,2,4,1,7,4,7,7,7,7,7,7,7,7,7,1,7,1,29,white,6,4,4,4,2,1
R_e2wd5Ek1RSKpYvb,Default Response Set,Anonymous,,,204.246.246.253,0,17-07-25 11:42,17-07-25 11:57,1,1,6,6,6,2,2,2,2,6,5,2,6,2,7,1,1,6,2,6,1,6,3,3,2,2,3,4,4,2,2,4,2,2,4,2,2,4,4,3,3,3,3,3,3,4,3,2,2,2,3,3,2,3,3,4,2,2,2,2,6,2,4,5,1,1,1,4,4,4,6,3,6,3,5,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,1,4,1,4,6,6,2,5,5,6,4,5,2,5,1,38,African American,9,4,4,4,2,1
R_baakPP17pjGdgIl,Default Response Set,Anonymous,,,192.80.70.50,0,17-07-25 11:52,17-07-25 11:57,1,1,6,3,4,4,3,4,5,6,5,6,5,5,3,3,3,5,6,5,5,4,4,2,4,4,5,4,4,4,5,5,3,4,4,4,4,5,5,5,3,2,3,3,2,8,2,4,4,2,1,3,3,3,4,3,2,2,3,3,6,2,4,4,2,1,1,4,3,4,6,6,6,7,7,1,1,1,2,2,2,2,1,1,1,2,1,1,1,3,2,2,2,2,6,5,5,6,6,5,7,7,1,7,2,35,white,8,5,3,6,2,1
R_bPY3ibTyX9HYo3b,Default Response Set,Anonymous,,,199.107.16.132,0,17-07-25 11:53,17-07-25 11:57,1,1,6,7,6,1,1,1,1,5,7,5,5,1,2,2,2,5,2,6,2,6,3,2,2,2,3,3,3,4,2,2,2,4,2,3,2,3,3,2,4,4,4,4,8,3,4,4,1,2,1,4,2,3,2,4,2,2,3,2,6,2,4,4,2,3,1,1,4,4,4,6,2,3,5,1,1,2,1,2,2,1,1,2,2,2,1,2,1,6,1,6,1,5,6,6,6,7,2,3,5,5,1,7,2,50,white,7,2,2,1,2,1
R_emqB8kxgM6knJ8F,Default Response Set,Anonymous,,,174.226.4.222,0,17-07-25 11:42,17-07-25 11:57,1,1,7,5,6,4,1,2,3,7,6,6,6,2,4,3,3,4,4,3,3,5,2,3,4,4,5,4,4,3,5,5,5,4,5,5,5,5,5,5,4,4,2,2,1,1,5,3,3,3,3,3,4,3,3,3,4,4,1,1,7,1,5,5,1,1,1,4,3,3,7,7,7,7,7,1,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,2,56,Black,3,6,6,6,1,1
R_5hVD3lt1VGkfL2l,Default Response Set,Anonymous,,,162.72.190.80,0,17-07-25 11:39,17-07-25 11:58,1,1,4,4,6,2,2,4,2,6,6,2,6,4,6,2,2,5,2,2,2,6,4,2,2,4,4,4,4,4,2,4,2,4,4,4,3,4,4,4,3,3,3,3,7,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,6,2,2,3,3,2,2,3,2,2,5,6,5,5,3,1,2,2,2,1,1,2,2,1,2,1,2,1,2,6,6,6,2,5,6,6,6,6,7,6,6,7,4,6,1,30,African American,6,2,2,3,1,1
R_eboEn9ddbUIkk3H,Default Response Set,Anonymous,,,99.28.120.29,0,17-07-25 11:41,17-07-25 11:58,1,1,5,7,6,3,2,5,2,2,5,7,7,5,6,1,3,5,2,5,5,1,3,2,1,4,4,4,3,5,4,3,3,4,2,3,4,2,4,4,4,4,3,4,6,7,4,5,5,4,5,5,4,5,5,5,5,5,6,7,2,4,3,4,1,1,1,2,3,3,6,6,3,4,6,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,4,6,5,5,2,3,3,4,4,1,7,2,34,White,6,4,5,4,3,1
R_egIhYFzlc2Rq4El,Default Response Set,Anonymous,,,162.230.200.203,0,17-07-25 11:41,17-07-25 11:58,1,1,7,7,7,1,1,2,1,5,7,3,7,2,7,4,4,5,4,4,4,4,2,2,2,2,2,3,2,4,2,3,2,3,2,2,2,2,2,2,4,4,2,3,9,2,5,4,3,3,3,3,3,4,4,4,5,2,5,5,3,2,4,4,2,2,1,4,3,4,4,4,4,4,4,1,1,1,1,1,2,1,2,1,2,2,1,1,2,4,1,1,1,2,4,3,4,2,3,3,4,2,1,4,2,36,white,2,2,2,2,1,1
R_0Vabzk61tZKHBhX,Default Response Set,Anonymous,,,75.128.183.238,0,17-07-25 11:53,17-07-25 11:58,1,1,7,7,7,1,1,1,1,1,7,4,7,1,7,1,1,1,1,7,1,7,3,3,3,3,4,3,4,1,2,4,3,3,3,3,3,4,4,4,4,4,4,4,10,1,5,4,4,4,4,4,4,4,4,4,3,2,4,5,4,2,4,4,2,2,2,4,4,4,7,7,7,7,7,1,2,2,2,2,1,2,2,1,1,2,1,1,2,4,2,2,2,4,6,6,5,6,6,6,4,4,2,7,2,32,white,7,1,1,1,1,1
R_86w2RDJ8BuZ20Cx,Default Response Set,Anonymous,,,197.157.145.148,0,17-07-25 11:51,17-07-25 11:58,1,1,6,7,6,6,7,7,7,6,4,7,7,6,6,3,2,5,1,6,6,7,4,5,5,5,4,5,5,4,5,5,4,5,5,5,4,5,5,4,4,3,3,4,9,6,4,4,5,4,4,5,5,5,5,4,6,6,6,7,7,5,4,5,5,4,5,4,5,5,6,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,7,7,6,6,7,6,6,6,7,7,6,7,7,6,1,29,Black,12,7,7,7,3,1
R_3CtWSuutKp70Oz3,Default Response Set,Anonymous,,,192.34.174.2,0,17-07-25 11:49,17-07-25 11:58,1,1,2,1,1,5,2,7,4,4,4,7,4,4,3,7,6,7,7,1,2,6,2,3,3,2,4,3,3,2,3,4,3,3,5,4,2,4,3,4,2,1,2,2,1,5,1,3,2,3,3,3,3,3,3,3,1,1,1,1,7,1,4,5,1,2,1,5,5,5,6,7,3,7,7,1,2,2,1,1,1,2,2,2,1,1,2,2,1,7,1,7,1,7,7,7,7,7,7,7,7,7,1,7,2,54,White,8,7,7,7,3,1
R_8kUVCwlsdGcaLGZ,Default Response Set,Anonymous,,,174.105.18.207,0,17-07-25 11:47,17-07-25 11:58,1,1,7,7,7,1,1,3,3,5,5,5,4,3,3,1,1,4,1,3,1,7,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4,4,4,4,8,1,4,3,3,3,3,3,3,3,3,3,1,1,5,5,6,2,4,4,2,2,2,4,4,3,6,6,4,6,6,1,2,1,1,1,1,1,1,2,2,2,1,2,2,6,1,6,1,6,6,6,6,1,6,6,6,6,1,6,1,35,White/Caucasian,1,2,2,3,1,1
R_8fdIjoFkl0pJG6h,Default Response Set,Anonymous,,,103.255.6.109,0,17-07-25 11:55,17-07-25 11:59,1,1,6,6,5,5,6,5,5,6,6,5,5,6,6,6,4,5,5,5,6,6,4,4,3,4,3,3,4,3,4,3,3,4,4,4,3,4,3,4,3,2,3,2,8,8,4,3,3,3,2,3,4,2,2,3,5,5,5,6,6,4,4,3,3,4,4,4,3,4,6,6,5,5,6,1,1,2,1,1,2,1,1,2,1,1,1,2,1,5,6,4,5,6,4,5,6,5,4,6,5,6,5,6,1,28,White,5,2,2,2,3,1
R_6qW1lF32aqkEXqt,Default Response Set,Anonymous,,,184.5.229.36,0,17-07-25 11:46,17-07-25 11:59,1,1,6,6,6,2,2,2,2,5,6,5,5,2,4,3,3,4,4,4,3,5,4,4,3,3,4,4,3,3,3,4,3,3,4,3,3,4,3,3,4,4,4,4,7,6,4,4,2,3,3,3,3,2,3,4,5,4,5,6,4,3,4,4,2,2,2,4,4,4,5,6,4,5,6,1,2,1,1,1,1,1,1,2,2,2,1,1,2,3,6,4,2,3,6,6,4,4,4,4,4,3,2,5,1,49,white,1,4,4,4,3,1
R_2c2yLs7VrSmIqrz,Default Response Set,Anonymous,,,50.110.65.141,0,17-07-25 11:56,17-07-25 11:59,1,1,6,5,7,5,5,5,6,5,7,2,5,6,4,3,6,4,4,6,3,6,2,5,4,3,4,3,5,2,2,4,3,5,3,4,2,4,2,3,3,4,3,3,8,6,4,3,3,3,3,4,4,2,2,3,6,6,4,5,6,3,5,4,4,3,4,4,3,2,2,5,5,3,2,1,1,2,1,1,1,2,1,1,2,1,2,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,21,White,4,4,4,4,2,1
R_5iQkXEgRzrmXrYV,Default Response Set,Anonymous,,,104.58.188.206,0,17-07-25 11:49,17-07-25 11:59,1,1,7,7,7,2,1,2,1,6,7,5,5,2,4,2,2,2,2,4,2,6,4,3,2,2,3,5,2,2,3,2,2,4,4,2,5,2,2,2,4,3,4,4,6,1,5,4,1,2,3,4,4,2,1,3,2,2,2,3,5,2,2,4,1,1,1,4,4,3,5,5,2,5,2,1,2,1,2,1,1,1,1,1,1,2,1,2,2,5,2,6,1,1,7,4,4,4,4,5,1,2,2,7,1,30,biracial,8,4,4,5,2,1
