V2,V55
Lebanon,6
Lebanon,10
Lebanon,9
Lebanon,4
Lebanon,7
Lebanon,5
Lebanon,8
Lebanon,5
Lebanon,7
Lebanon,4
Lebanon,6
Lebanon,6
Lebanon,9
Lebanon,6
Lebanon,8
Lebanon,8
Lebanon,7
Lebanon,7
Lebanon,8
Lebanon,7
Lebanon,7
Lebanon,6
Lebanon,8
Lebanon,6
Lebanon,8
Lebanon,8
Lebanon,4
Lebanon,6
Lebanon,5
Lebanon,5
Lebanon,6
Lebanon,7
Lebanon,6
Lebanon,9
Lebanon,8
Lebanon,8
Lebanon,9
Lebanon,6
Lebanon,7
Lebanon,7
Lebanon,8
Lebanon,6
Lebanon,6
Lebanon,10
Lebanon,2
Lebanon,7
Lebanon,10
Lebanon,8
Lebanon,10
Lebanon,7
Lebanon,10
Lebanon,7
Lebanon,8
Lebanon,9
Lebanon,9
Lebanon,3
Lebanon,9
Lebanon,8
Lebanon,5
Lebanon,4
Lebanon,6
Lebanon,
Lebanon,10
Lebanon,6
Lebanon,10
Lebanon,9
Lebanon,8
Lebanon,3
Lebanon,9
Lebanon,7
Lebanon,7
Lebanon,1
Lebanon,1
Lebanon,10
Lebanon,8
Lebanon,6
Lebanon,8
Lebanon,10
Lebanon,10
Lebanon,6
Lebanon,8
Lebanon,3
Lebanon,4
Lebanon,9
Lebanon,3
Lebanon,1
Lebanon,7
Lebanon,7
Lebanon,7
Lebanon,5
Lebanon,2
Lebanon,3
Lebanon,4
Lebanon,5
Lebanon,8
Lebanon,7
Lebanon,8
Lebanon,5
Lebanon,7
Lebanon,8
Lebanon,8
Lebanon,8
Lebanon,7
Lebanon,6
Lebanon,3
Lebanon,5
Lebanon,5
Lebanon,10
Lebanon,5
Lebanon,10
Lebanon,7
Lebanon,8
Lebanon,8
Lebanon,6
Lebanon,5
Lebanon,6
Lebanon,5
Lebanon,6
Lebanon,5
Lebanon,6
Lebanon,6
Lebanon,8
Lebanon,7
Lebanon,7
Lebanon,10
Lebanon,10
Lebanon,5
Lebanon,5
Lebanon,8
Lebanon,5
Lebanon,8
Lebanon,7
Lebanon,10
Lebanon,10
Lebanon,10
Lebanon,7
Lebanon,10
Lebanon,10
Lebanon,7
Lebanon,8
Lebanon,8
Lebanon,10
Lebanon,6
Lebanon,10
Lebanon,9
Lebanon,8
Lebanon,8
Lebanon,9
Lebanon,7
Lebanon,7
Lebanon,10
Lebanon,10
Lebanon,10
Lebanon,9
Lebanon,6
Lebanon,10
Lebanon,7
Lebanon,5
Lebanon,4
Lebanon,4
Lebanon,8
Lebanon,8
Lebanon,8
Lebanon,10
Lebanon,7
Lebanon,7
Lebanon,10
Lebanon,8
Lebanon,7
Lebanon,6
Lebanon,7
Lebanon,7
Lebanon,5
Lebanon,7
Lebanon,10
Lebanon,10
Lebanon,8
Lebanon,8
Lebanon,9
Lebanon,7
Lebanon,8
Lebanon,10
Lebanon,5
Lebanon,8
Lebanon,5
Lebanon,8
Lebanon,10
Lebanon,10
Lebanon,10
Lebanon,6
Lebanon,8
Lebanon,6
Lebanon,7
Lebanon,6
Lebanon,7
Lebanon,8
Lebanon,7
Lebanon,7
Lebanon,8
Lebanon,7
Lebanon,7
Lebanon,8
Lebanon,7
Lebanon,7
Lebanon,8
Lebanon,7
Lebanon,6
Lebanon,7
Lebanon,7
Lebanon,8
Lebanon,7
Lebanon,7
Lebanon,7
Lebanon,7
Lebanon,9
Lebanon,7
Lebanon,8
Lebanon,7
Lebanon,2
Lebanon,6
Lebanon,6
Lebanon,3
Lebanon,9
Lebanon,8
Lebanon,6
Lebanon,9
Lebanon,5
Lebanon,7
Lebanon,7
Lebanon,8
Lebanon,6
Lebanon,7
Lebanon,4
Lebanon,8
Lebanon,10
Lebanon,7
Lebanon,5
Lebanon,6
Lebanon,6
Lebanon,9
Lebanon,9
Lebanon,7
Lebanon,10
Lebanon,8
Lebanon,8
Lebanon,9
Lebanon,6
Lebanon,5
Lebanon,8
Lebanon,9
Lebanon,9
Lebanon,7
Lebanon,8
Lebanon,8
Lebanon,9
Lebanon,9
Lebanon,7
Lebanon,10
Lebanon,9
Lebanon,7
Lebanon,10
Lebanon,5
Lebanon,7
Lebanon,10
Lebanon,10
Lebanon,7
Lebanon,10
Lebanon,10
Lebanon,10
Lebanon,7
Lebanon,10
Lebanon,9
Lebanon,4
Lebanon,9
Lebanon,7
Lebanon,4
Lebanon,8
Lebanon,6
Lebanon,6
Lebanon,7
Lebanon,6
Lebanon,7
Lebanon,7
Lebanon,3
Lebanon,9
Lebanon,7
Lebanon,6
Lebanon,9
Lebanon,7
Lebanon,5
Lebanon,8
Lebanon,6
Lebanon,8
Lebanon,6
Lebanon,5
Lebanon,7
Lebanon,6
Lebanon,6
Lebanon,6
Lebanon,7
Lebanon,5
Lebanon,6
Lebanon,4
Lebanon,6
Lebanon,8
Lebanon,5
Lebanon,5
Lebanon,9
Lebanon,7
Lebanon,8
Lebanon,6
Lebanon,5
Lebanon,7
Lebanon,7
Lebanon,8
Lebanon,6
Lebanon,5
Lebanon,5
Lebanon,7
Lebanon,7
Lebanon,7
Lebanon,6
Lebanon,4
Lebanon,8
Lebanon,8
Lebanon,8
Lebanon,8
Lebanon,6
Lebanon,6
Lebanon,8
Lebanon,8
Lebanon,6
Lebanon,7
Lebanon,8
Lebanon,5
Lebanon,3
Lebanon,8
Lebanon,7
Lebanon,10
Lebanon,10
Lebanon,7
Lebanon,8
Lebanon,6
Lebanon,6
Lebanon,8
Lebanon,7
Lebanon,5
Lebanon,7
Lebanon,7
Lebanon,7
Lebanon,7
Lebanon,5
Lebanon,6
Lebanon,6
Lebanon,6
Lebanon,6
Lebanon,5
Lebanon,6
Lebanon,6
Lebanon,5
Lebanon,6
Lebanon,9
Lebanon,7
Lebanon,6
Lebanon,7
Lebanon,7
Lebanon,6
Lebanon,6
Lebanon,7
Lebanon,6
Lebanon,6
Lebanon,5
Lebanon,7
Lebanon,7
Lebanon,4
Lebanon,6
Lebanon,5
Lebanon,6
Lebanon,6
Lebanon,6
Lebanon,7
Lebanon,6
Lebanon,3
Lebanon,5
Lebanon,6
Lebanon,5
Lebanon,7
Lebanon,7
Lebanon,6
Lebanon,7
Lebanon,7
Lebanon,8
Lebanon,6
Lebanon,6
Lebanon,6
Lebanon,6
Lebanon,3
Lebanon,7
Lebanon,7
Lebanon,7
Lebanon,8
Lebanon,6
Lebanon,5
Lebanon,7
Lebanon,7
Lebanon,7
Lebanon,6
Lebanon,3
Lebanon,4
Lebanon,7
Lebanon,8
Lebanon,6
Lebanon,9
Lebanon,9
Lebanon,7
Lebanon,7
Lebanon,6
Lebanon,8
Lebanon,8
Lebanon,7
Lebanon,8
Lebanon,2
Lebanon,6
Lebanon,8
Lebanon,8
Lebanon,8
Lebanon,6
Lebanon,7
Lebanon,6
Lebanon,5
Lebanon,8
Lebanon,7
Lebanon,2
Lebanon,5
Lebanon,4
Lebanon,6
Lebanon,7
Lebanon,7
Lebanon,6
Lebanon,6
Lebanon,7
Lebanon,6
Lebanon,5
Lebanon,7
Lebanon,3
Lebanon,8
Lebanon,7
Lebanon,5
Lebanon,7
Lebanon,5
Lebanon,8
Lebanon,5
Lebanon,6
Lebanon,6
Lebanon,8
Lebanon,5
Lebanon,5
Lebanon,7
Lebanon,9
Lebanon,8
Lebanon,8
Lebanon,8
Lebanon,8
Lebanon,7
Lebanon,10
Lebanon,6
Lebanon,6
Lebanon,5
Lebanon,9
Lebanon,8
Lebanon,4
Lebanon,4
Lebanon,8
Lebanon,7
Lebanon,7
Lebanon,8
Lebanon,6
Lebanon,9
Lebanon,5
Lebanon,7
Lebanon,4
Lebanon,8
Lebanon,7
Lebanon,8
Lebanon,8
Lebanon,8
Lebanon,6
Lebanon,5
Lebanon,7
Lebanon,7
Lebanon,9
Lebanon,7
Lebanon,8
Lebanon,8
Lebanon,7
Lebanon,8
Lebanon,5
Lebanon,5
Lebanon,5
Lebanon,8
Lebanon,7
Lebanon,8
Lebanon,9
Lebanon,8
Lebanon,8
Lebanon,7
Lebanon,7
Lebanon,9
Lebanon,8
Lebanon,9
Lebanon,8
Lebanon,7
Lebanon,7
Lebanon,7
Lebanon,5
Lebanon,7
Lebanon,3
Lebanon,6
Lebanon,8
Lebanon,7
Lebanon,7
Lebanon,5
Lebanon,7
Lebanon,8
Lebanon,8
Lebanon,7
Lebanon,5
Lebanon,5
Lebanon,6
Lebanon,7
Lebanon,9
Lebanon,5
Lebanon,7
Lebanon,6
Lebanon,10
Lebanon,6
Lebanon,8
Lebanon,7
Lebanon,6
Lebanon,7
Lebanon,7
Lebanon,8
Lebanon,6
Lebanon,4
Lebanon,6
Lebanon,7
Lebanon,8
Lebanon,6
Lebanon,6
Lebanon,6
Lebanon,9
Lebanon,8
Lebanon,6
Lebanon,6
Lebanon,10
Lebanon,8
Lebanon,7
Lebanon,4
Lebanon,7
Lebanon,8
Lebanon,9
Lebanon,7
Lebanon,7
Lebanon,6
Lebanon,7
Lebanon,7
Lebanon,8
Lebanon,8
Lebanon,8
Lebanon,8
Lebanon,4
Lebanon,6
Lebanon,7
Lebanon,7
Lebanon,3
Lebanon,8
Lebanon,8
Lebanon,9
Lebanon,7
Lebanon,5
Lebanon,8
Lebanon,7
Lebanon,9
Lebanon,4
Lebanon,5
Lebanon,3
Lebanon,8
Lebanon,9
Lebanon,4
Lebanon,9
Lebanon,6
Lebanon,8
Lebanon,8
Lebanon,5
Lebanon,8
Lebanon,6
Lebanon,8
Lebanon,8
Lebanon,6
Lebanon,8
Lebanon,6
Lebanon,7
Lebanon,6
Lebanon,6
Lebanon,4
Lebanon,7
Lebanon,9
Lebanon,8
Lebanon,6
Lebanon,6
Lebanon,10
Lebanon,3
Lebanon,5
Lebanon,9
Lebanon,5
Lebanon,10
Lebanon,
Lebanon,10
Lebanon,6
Lebanon,9
Lebanon,10
Lebanon,5
Lebanon,6
Lebanon,10
Lebanon,10
Lebanon,5
Lebanon,7
Lebanon,7
Lebanon,6
Lebanon,10
Lebanon,6
Lebanon,5
Lebanon,6
Lebanon,
Lebanon,7
Lebanon,4
Lebanon,7
Lebanon,8
Lebanon,7
Lebanon,7
Lebanon,10
Lebanon,7
Lebanon,7
Lebanon,10
Lebanon,10
Lebanon,4
Lebanon,8
Lebanon,6
Lebanon,10
Lebanon,10
Lebanon,8
Lebanon,6
Lebanon,6
Lebanon,10
Lebanon,7
Lebanon,4
Lebanon,1
Lebanon,5
Lebanon,5
Lebanon,5
Lebanon,10
Lebanon,4
Lebanon,8
Lebanon,5
Lebanon,2
Lebanon,8
Lebanon,5
Lebanon,7
Lebanon,8
Lebanon,5
Lebanon,8
Lebanon,7
Lebanon,8
Lebanon,1
Lebanon,5
Lebanon,5
Lebanon,5
Lebanon,6
Lebanon,4
Lebanon,5
Lebanon,6
Lebanon,4
Lebanon,4
Lebanon,5
Lebanon,
Lebanon,10
Lebanon,5
Lebanon,6
Lebanon,5
Lebanon,4
Lebanon,6
Lebanon,7
Lebanon,8
Lebanon,5
Lebanon,8
Lebanon,6
Lebanon,6
Lebanon,7
Lebanon,10
Lebanon,4
Lebanon,6
Lebanon,4
Lebanon,7
Lebanon,5
Lebanon,7
Lebanon,9
Lebanon,2
Lebanon,4
Lebanon,4
Lebanon,3
Lebanon,3
Lebanon,7
Lebanon,7
Lebanon,6
Lebanon,6
Lebanon,7
Lebanon,6
Lebanon,6
Lebanon,6
Lebanon,8
Lebanon,7
Lebanon,5
Lebanon,6
Lebanon,9
Lebanon,7
Lebanon,7
Lebanon,6
Lebanon,6
Lebanon,5
Lebanon,6
Lebanon,6
Lebanon,7
Lebanon,7
Lebanon,6
Lebanon,6
Lebanon,5
Lebanon,5
Lebanon,10
Lebanon,6
Lebanon,4
Lebanon,3
Lebanon,7
Lebanon,8
Lebanon,6
Lebanon,9
Lebanon,10
Lebanon,7
Lebanon,7
Lebanon,8
Lebanon,1
Lebanon,1
Lebanon,7
Lebanon,7
Lebanon,5
Lebanon,6
Lebanon,6
Lebanon,7
Lebanon,5
Lebanon,7
Lebanon,5
Lebanon,6
Lebanon,5
Lebanon,5
Lebanon,6
Lebanon,6
Lebanon,6
Lebanon,6
Lebanon,5
Lebanon,5
Lebanon,7
Lebanon,5
Lebanon,5
Lebanon,6
Lebanon,5
Lebanon,5
Lebanon,5
Lebanon,5
Lebanon,7
Lebanon,5
Lebanon,7
Lebanon,5
Lebanon,5
Lebanon,6
Lebanon,4
Lebanon,5
Lebanon,5
Lebanon,8
Lebanon,8
Lebanon,7
Lebanon,10
Lebanon,9
Lebanon,4
Lebanon,10
Lebanon,8
Lebanon,6
Lebanon,4
Lebanon,5
Lebanon,9
Lebanon,8
Lebanon,7
Lebanon,8
Lebanon,6
Lebanon,9
Lebanon,8
Lebanon,8
Lebanon,8
Lebanon,9
Lebanon,8
Lebanon,8
Lebanon,6
Lebanon,8
Lebanon,7
Lebanon,8
Lebanon,5
Lebanon,8
Lebanon,10
Lebanon,7
Lebanon,4
Lebanon,10
Lebanon,4
Lebanon,7
Lebanon,8
Lebanon,10
Lebanon,6
Lebanon,10
Lebanon,10
Lebanon,9
Lebanon,6
Lebanon,10
Lebanon,10
Lebanon,6
Lebanon,10
Lebanon,10
Lebanon,10
Lebanon,3
Lebanon,10
Lebanon,9
Lebanon,10
Lebanon,10
Lebanon,5
Lebanon,9
Lebanon,9
Lebanon,8
Lebanon,7
Lebanon,9
Lebanon,10
Lebanon,7
Lebanon,7
Lebanon,7
Lebanon,8
Lebanon,8
Lebanon,8
Lebanon,4
Lebanon,8
Lebanon,9
Lebanon,7
Lebanon,8
Lebanon,8
Lebanon,7
Lebanon,10
Lebanon,8
Lebanon,8
Lebanon,9
Lebanon,8
Lebanon,7
Lebanon,8
Lebanon,10
Lebanon,10
Lebanon,8
Lebanon,5
Lebanon,8
Lebanon,10
Lebanon,10
Lebanon,8
Lebanon,8
Lebanon,10
Lebanon,8
Lebanon,10
Lebanon,10
Lebanon,4
Lebanon,10
Lebanon,4
Lebanon,6
Lebanon,10
Lebanon,8
Lebanon,2
Lebanon,8
Lebanon,10
Lebanon,10
Lebanon,8
Lebanon,10
Lebanon,5
Lebanon,9
Lebanon,10
Lebanon,7
Lebanon,8
Lebanon,10
Lebanon,6
Lebanon,6
Lebanon,5
Lebanon,6
Lebanon,8
Lebanon,8
Lebanon,6
Lebanon,7
Lebanon,6
Lebanon,7
Lebanon,3
Lebanon,3
Lebanon,10
Lebanon,6
Lebanon,9
Lebanon,10
Lebanon,3
Lebanon,9
Lebanon,10
Lebanon,10
Lebanon,10
Lebanon,10
Lebanon,8
Lebanon,9
Lebanon,9
Lebanon,7
Lebanon,5
Lebanon,9
Lebanon,10
Lebanon,9
Lebanon,10
Lebanon,10
Lebanon,8
Lebanon,7
Lebanon,6
Lebanon,7
Lebanon,8
Lebanon,6
Lebanon,7
Lebanon,7
Lebanon,7
Lebanon,6
Lebanon,6
Lebanon,10
Lebanon,2
Lebanon,6
Lebanon,4
Lebanon,10
Libya,2
Libya,1
Libya,10
Libya,10
Libya,10
Libya,1
Libya,6
Libya,7
Libya,5
Libya,10
Libya,8
Libya,7
Libya,8
Libya,3
Libya,9
Libya,10
Libya,7
Libya,8
Libya,10
Libya,9
Libya,8
Libya,7
Libya,3
Libya,9
Libya,3
Libya,5
Libya,4
Libya,5
Libya,8
Libya,6
Libya,10
Libya,9
Libya,10
Libya,9
Libya,1
Libya,8
Libya,1
Libya,10
Libya,10
Libya,10
Libya,7
Libya,10
Libya,1
Libya,6
Libya,8
Libya,6
Libya,5
Libya,6
Libya,8
Libya,7
Libya,10
Libya,4
Libya,1
Libya,7
Libya,10
Libya,7
Libya,8
Libya,7
Libya,8
Libya,10
Libya,10
Libya,10
Libya,8
Libya,10
Libya,8
Libya,8
Libya,10
Libya,8
Libya,10
Libya,5
Libya,10
Libya,3
Libya,8
Libya,8
Libya,10
Libya,10
Libya,10
Libya,5
Libya,1
Libya,10
Libya,6
Libya,10
Libya,6
Libya,7
Libya,5
Libya,10
Libya,8
Libya,10
Libya,5
Libya,7
Libya,9
Libya,10
Libya,8
Libya,10
Libya,8
Libya,
Libya,10
Libya,7
Libya,10
Libya,9
Libya,10
Libya,10
Libya,9
Libya,10
Libya,5
Libya,10
Libya,10
Libya,6
Libya,10
Libya,10
Libya,10
Libya,10
Libya,9
Libya,10
Libya,10
Libya,10
Libya,5
Libya,6
Libya,7
Libya,5
Libya,10
Libya,10
Libya,6
Libya,7
Libya,6
Libya,7
Libya,6
Libya,8
Libya,6
Libya,6
Libya,10
Libya,5
Libya,1
Libya,5
Libya,1
Libya,5
Libya,10
Libya,1
Libya,10
Libya,6
Libya,10
Libya,8
Libya,10
Libya,10
Libya,10
Libya,1
Libya,9
Libya,7
Libya,10
Libya,10
Libya,8
Libya,7
Libya,10
Libya,7
Libya,7
Libya,5
Libya,7
Libya,7
Libya,7
Libya,10
Libya,7
Libya,10
Libya,7
Libya,10
Libya,7
Libya,1
Libya,5
Libya,1
Libya,5
Libya,10
Libya,5
Libya,10
Libya,3
Libya,1
Libya,4
Libya,10
Libya,7
Libya,10
Libya,5
Libya,10
Libya,6
Libya,10
Libya,7
Libya,8
Libya,10
Libya,6
Libya,6
Libya,3
Libya,8
Libya,8
Libya,8
Libya,7
Libya,5
Libya,1
Libya,6
Libya,1
Libya,6
Libya,10
Libya,9
Libya,10
Libya,8
Libya,10
Libya,5
Libya,5
Libya,10
Libya,6
Libya,10
Libya,7
Libya,7
Libya,9
Libya,7
Libya,6
Libya,9
Libya,8
Libya,10
Libya,7
Libya,10
Libya,10
Libya,7
Libya,5
Libya,8
Libya,10
Libya,5
Libya,5
Libya,10
Libya,7
Libya,1
Libya,5
Libya,8
Libya,7
Libya,8
Libya,7
Libya,10
Libya,10
Libya,10
Libya,8
Libya,10
Libya,7
Libya,1
Libya,9
Libya,5
Libya,7
Libya,8
Libya,10
Libya,1
Libya,10
Libya,10
Libya,8
Libya,6
Libya,7
Libya,10
Libya,5
Libya,10
Libya,7
Libya,9
Libya,5
Libya,8
Libya,6
Libya,8
Libya,7
Libya,3
Libya,8
Libya,2
Libya,10
Libya,5
Libya,9
Libya,5
Libya,10
Libya,10
Libya,7
Libya,5
Libya,10
Libya,3
Libya,6
Libya,10
Libya,6
Libya,7
Libya,8
Libya,5
Libya,6
Libya,9
Libya,4
Libya,9
Libya,7
Libya,10
Libya,7
Libya,4
Libya,7
Libya,6
Libya,10
Libya,7
Libya,10
Libya,7
Libya,7
Libya,6
Libya,7
Libya,5
Libya,4
Libya,4
Libya,6
Libya,9
Libya,6
Libya,8
Libya,5
Libya,9
Libya,8
Libya,7
Libya,8
Libya,6
Libya,6
Libya,8
Libya,5
Libya,5
Libya,9
Libya,10
Libya,9
Libya,3
Libya,8
Libya,8
Libya,6
Libya,10
Libya,8
Libya,8
Libya,7
Libya,10
Libya,4
Libya,10
Libya,8
Libya,9
Libya,8
Libya,10
Libya,6
Libya,3
Libya,9
Libya,4
Libya,4
Libya,9
Libya,10
Libya,7
Libya,10
Libya,10
Libya,5
Libya,8
Libya,8
Libya,7
Libya,6
Libya,1
Libya,3
Libya,1
Libya,4
Libya,5
Libya,6
Libya,10
Libya,10
Libya,10
Libya,10
Libya,10
Libya,6
Libya,10
Libya,6
Libya,1
Libya,10
Libya,6
Libya,8
Libya,5
Libya,6
Libya,10
Libya,6
Libya,10
Libya,5
Libya,6
Libya,8
Libya,10
Libya,6
Libya,7
Libya,7
Libya,8
Libya,5
Libya,9
Libya,5
Libya,6
Libya,4
Libya,9
Libya,10
Libya,6
Libya,10
Libya,3
Libya,8
Libya,5
Libya,9
Libya,10
Libya,3
Libya,6
Libya,10
Libya,5
Libya,10
Libya,8
Libya,8
Libya,5
Libya,8
Libya,5
Libya,9
Libya,5
Libya,10
Libya,7
Libya,8
Libya,10
Libya,8
Libya,2
Libya,7
Libya,7
Libya,7
Libya,7
Libya,7
Libya,10
Libya,8
Libya,6
Libya,8
Libya,8
Libya,5
Libya,10
Libya,10
Libya,2
Libya,9
Libya,6
Libya,5
Libya,7
Libya,9
Libya,7
Libya,8
Libya,10
Libya,7
Libya,6
Libya,6
Libya,5
Libya,6
Libya,6
Libya,10
Libya,8
Libya,10
Libya,6
Libya,5
Libya,7
Libya,5
Libya,4
Libya,7
Libya,7
Libya,6
Libya,6
Libya,6
Libya,5
Libya,6
Libya,5
Libya,6
Libya,9
Libya,4
Libya,8
Libya,9
Libya,6
Libya,7
Libya,10
Libya,5
Libya,9
Libya,3
Libya,7
Libya,10
Libya,10
Libya,6
Libya,10
Libya,5
Libya,8
Libya,5
Libya,10
Libya,7
Libya,9
Libya,8
Libya,10
Libya,10
Libya,10
Libya,7
Libya,10
Libya,9
Libya,4
Libya,6
Libya,8
Libya,10
Libya,10
Libya,10
Libya,5
Libya,10
Libya,5
Libya,5
Libya,9
Libya,5
Libya,1
Libya,8
Libya,10
Libya,8
Libya,6
Libya,10
Libya,6
Libya,3
Libya,5
Libya,3
Libya,5
Libya,7
Libya,1
Libya,7
Libya,8
Libya,8
Libya,8
Libya,9
Libya,10
Libya,8
Libya,1
Libya,8
Libya,1
Libya,6
Libya,5
Libya,5
Libya,10
Libya,7
Libya,5
Libya,7
Libya,6
Libya,9
Libya,8
Libya,8
Libya,10
Libya,6
Libya,10
Libya,6
Libya,10
Libya,10
Libya,8
Libya,6
Libya,4
Libya,6
Libya,7
Libya,10
Libya,8
Libya,6
Libya,9
Libya,8
Libya,9
Libya,9
Libya,10
Libya,4
Libya,5
Libya,7
Libya,10
Libya,6
Libya,5
Libya,8
Libya,1
Libya,5
Libya,6
Libya,7
Libya,10
Libya,5
Libya,8
Libya,5
Libya,7
Libya,1
Libya,7
Libya,7
Libya,6
Libya,7
Libya,8
Libya,9
Libya,10
Libya,6
Libya,8
Libya,9
Libya,8
Libya,7
Libya,3
Libya,8
Libya,10
Libya,6
Libya,5
Libya,6
Libya,6
Libya,7
Libya,8
Libya,1
Libya,5
Libya,4
Libya,8
Libya,10
Libya,7
Libya,10
Libya,5
Libya,1
Libya,6
Libya,1
Libya,10
Libya,6
Libya,9
Libya,6
Libya,3
Libya,10
Libya,8
Libya,7
Libya,8
Libya,1
Libya,5
Libya,1
Libya,7
Libya,10
Libya,7
Libya,5
Libya,1
Libya,1
Libya,10
Libya,5
Libya,7
Libya,
Libya,10
Libya,9
Libya,10
Libya,7
Libya,
Libya,6
Libya,5
Libya,10
Libya,9
Libya,8
Libya,
Libya,7
Libya,5
Libya,10
Libya,10
Libya,7
Libya,3
Libya,8
Libya,10
Libya,2
Libya,10
Libya,
Libya,10
Libya,7
Libya,10
Libya,7
Libya,
Libya,7
Libya,7
Libya,10
Libya,5
Libya,7
Libya,10
Libya,5
Libya,
Libya,7
Libya,1
Libya,8
Libya,6
Libya,5
Libya,5
Libya,10
Libya,8
Libya,2
Libya,10
Libya,10
Libya,8
Libya,10
Libya,6
Libya,10
Libya,7
Libya,8
Libya,8
Libya,10
Libya,8
Libya,5
Libya,5
Libya,9
Libya,5
Libya,10
Libya,
Libya,10
Libya,7
Libya,10
Libya,10
Libya,10
Libya,6
Libya,9
Libya,10
Libya,7
Libya,10
Libya,1
Libya,8
Libya,3
Libya,10
Libya,5
Libya,1
Libya,6
Libya,10
Libya,9
Libya,7
Libya,8
Libya,7
Libya,9
Libya,10
Libya,8
Libya,
Libya,10
Libya,10
Libya,1
Libya,
Libya,8
Libya,9
Libya,8
Libya,10
Libya,1
Libya,10
Libya,10
Libya,9
Libya,
Libya,9
Libya,8
Libya,6
Libya,10
Libya,10
Libya,10
Libya,8
Libya,6
Libya,5
Libya,3
Libya,10
Libya,10
Libya,10
Libya,
Libya,10
Libya,5
Libya,7
Libya,4
Libya,10
Libya,
Libya,10
Libya,5
Libya,5
Libya,5
Libya,10
Libya,1
Libya,6
Libya,10
Libya,8
Libya,
Libya,10
Libya,5
Libya,10
Libya,5
Libya,4
Libya,7
Libya,10
Libya,
Libya,4
Libya,10
Libya,8
Libya,
Libya,7
Libya,10
Libya,5
Libya,6
Libya,3
Libya,5
Libya,8
Libya,10
Libya,10
Libya,5
Libya,9
Libya,5
Libya,7
Libya,8
Libya,10
Libya,7
Libya,7
Libya,6
Libya,10
Libya,6
Libya,10
Libya,5
Libya,
Libya,10
Libya,10
Libya,6
Libya,10
Libya,5
Libya,10
Libya,9
Libya,5
Libya,8
Libya,10
Libya,5
Libya,
Libya,10
Libya,1
Libya,8
Libya,6
Libya,6
Libya,9
Libya,7
Libya,4
Libya,4
Libya,5
Libya,5
Libya,10
Libya,8
Libya,5
Libya,5
Libya,7
Libya,10
Libya,6
Libya,9
Libya,7
Libya,6
Libya,4
Libya,10
Libya,8
Libya,1
Libya,6
Libya,10
Libya,1
Libya,7
Libya,7
Libya,7
Libya,7
Libya,7
Libya,6
Libya,1
Libya,5
Libya,9
Libya,4
Libya,10
Libya,7
Libya,10
Libya,5
Libya,5
Libya,7
Libya,7
Libya,5
Libya,9
Libya,7
Libya,10
Libya,5
Libya,4
Libya,7
Libya,6
Libya,6
Libya,1
Libya,1
Libya,1
Libya,8
Libya,10
Libya,
Libya,5
Libya,8
Libya,8
Libya,3
Libya,10
Libya,9
Libya,10
Libya,7
Libya,8
Libya,6
Libya,10
Libya,10
Libya,8
Libya,10
Libya,10
Libya,6
Libya,7
Libya,10
Libya,10
Libya,7
Libya,5
Libya,10
Libya,10
Libya,10
Libya,8
Libya,7
Libya,10
Libya,10
Libya,10
Libya,1
Libya,10
Libya,
Libya,7
Libya,10
Libya,7
Libya,10
Libya,7
Libya,9
Libya,9
Libya,10
Libya,5
Libya,8
Libya,7
Libya,10
Libya,9
Libya,10
Libya,4
Libya,10
Libya,8
Libya,7
Libya,8
Libya,
Libya,9
Libya,10
Libya,8
Libya,5
Libya,5
Libya,6
Libya,1
Libya,10
Libya,
Libya,8
Libya,5
Libya,
Libya,10
Libya,10
Libya,10
Libya,10
Libya,10
Libya,8
Libya,10
Libya,5
Libya,7
Libya,10
Libya,6
Libya,7
Libya,7
Libya,10
Libya,10
Libya,10
Libya,10
Libya,2
Libya,10
Libya,10
Libya,9
Libya,
Libya,10
Libya,8
Libya,10
Libya,6
Libya,10
Libya,7
Libya,10
Libya,10
Libya,6
Libya,5
Libya,8
Libya,10
Libya,10
Libya,10
Libya,10
Libya,1
Libya,10
Libya,
Libya,10
Libya,1
Libya,5
Libya,5
Libya,5
Libya,6
Libya,10
Libya,8
Libya,5
Libya,8
Libya,9
Libya,5
Libya,10
Libya,1
Libya,9
Libya,5
Libya,10
Libya,10
Libya,10
Libya,8
Libya,10
Libya,10
Libya,8
Libya,9
Libya,8
Libya,10
Libya,8
Libya,10
Libya,1
Libya,8
Libya,10
Libya,6
Libya,10
Libya,3
Libya,8
Libya,8
Libya,7
Libya,10
Libya,8
Libya,9
Libya,10
Libya,8
Libya,1
Libya,10
Libya,4
Libya,10
Libya,5
Libya,5
Libya,
Libya,2
Libya,10
Libya,8
Libya,10
Libya,10
Libya,10
Libya,6
Libya,10
Libya,6
Libya,10
Libya,7
Libya,9
Libya,5
Libya,10
Libya,5
Libya,10
Libya,3
Libya,10
Libya,10
Libya,9
Libya,10
Libya,6
Libya,7
Libya,4
Libya,10
Libya,8
Libya,7
Libya,6
Libya,5
Libya,10
Libya,10
Libya,9
Libya,6
Libya,10
Libya,7
Libya,9
Libya,7
Libya,4
Libya,10
Libya,10
Libya,10
Libya,10
Libya,5
Libya,10
Libya,5
Libya,9
Libya,6
Libya,4
Libya,8
Libya,10
Libya,10
Libya,8
Libya,5
Libya,6
Libya,10
Libya,8
Libya,4
Libya,10
Libya,1
Libya,7
Libya,7
Libya,5
Libya,5
Libya,10
Libya,7
Libya,4
Libya,9
Libya,8
Libya,7
